date,gross_return,net_return,turnover,operations,signal_changed,trade_cost,equity,drawdown,w__CASH,w_dbc.us,w_iau.us,w_ivv.us,w_rsp.us,w_vt.us,w_xle.us,w_xlf.us,w_xli.us,w_xlk.us,w_xlp.us,w_xlv.us
2016-12-01,0.03906118283619235,0.03806118283619235,0.25,2,True,0.001,1.9852432146350212,-0.0069020197522697835,0.0,0.0,0.0,0.1,0.0,0.0,0.25,0.25,0.0,0.4,0.0,0.0
2017-01-01,0.0004657670609300897,0.0004657670609300897,0.0,0,False,0.0,2.011200493653613,-0.030625939899724508,0.0,0.0,0.0,0.1,0.0,0.0,0.25,0.25,0.0,0.4,0.0,0.0
2017-02-01,0.061109922854080484,0.06010992285408048,0.25,2,True,0.001,2.0101251073518873,-0.031144262955416724,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.25,0.25,0.4,0.0,0.0
2017-03-01,-0.019726533201266917,-0.019726533201266917,0.0,0,False,0.0,2.132963697589212,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.25,0.25,0.4,0.0,0.0
2017-04-01,0.017613252432047387,0.017613252432047387,0.0,0,False,0.0,2.09428634942271,-0.018133148824903578,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.25,0.25,0.4,0.0,0.0
2017-05-01,0.02102010162056572,0.02102010162056572,0.0,0,False,0.0,2.1311735435600827,-0.0008392801204973876,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.25,0.25,0.4,0.0,0.0
2017-06-01,0.00532302802899951,0.00532302802899951,0.0,0,False,0.0,2.1759710280167774,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.25,0.25,0.4,0.0,0.0
2017-07-01,0.025888974988428307,0.025888974988428307,0.0,0,False,0.0,2.181338249559393,-0.012798403579175055,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.25,0.25,0.4,0.0,0.0
2017-08-01,0.006048753602690837,0.006048753602690837,0.0,0,False,0.0,2.2378108609435383,-0.0016723716383172382,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.25,0.25,0.4,0.0,0.0
2017-09-01,0.008097780741481615,0.0060977807414816145,0.5,4,True,0.002,2.2468441337959106,-0.0032652348470163517,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.4,0.25,0.25
2017-10-01,0.023786136738538636,0.022786136738538635,0.25,2,True,0.001,2.2580843687146683,-0.006437456477821013,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.25,0.4,0.0,0.25
2017-11-01,0.019677755544693712,0.019677755544693712,0.0,0,False,0.0,2.3094836768037954,-0.0025827225171275447,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.25,0.4,0.0,0.25
2017-12-01,0.023363134274996745,0.023363134274996745,0.0,0,False,0.0,2.3549291320304016,-0.005903953400599238,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.25,0.4,0.0,0.25
2018-01-01,0.058265137749910746,0.057265137749910745,0.25,2,True,0.001,2.315002163081511,-0.03844184771017678,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.25,0.25,0.4,0.0,0.0
2018-02-01,-0.04120833770573652,-0.04120833770573652,0.0,0,False,0.0,2.447436196921792,-0.010172162757097425,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.25,0.25,0.4,0.0,0.0
2018-03-01,-0.039778856518264384,-0.039778856518264384,0.0,0,False,0.0,2.346581419605797,-0.05096132254474117,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.25,0.25,0.4,0.0,0.0
2018-04-01,0.01972783932500167,0.01972783932500167,0.0,0,False,0.0,2.305133029459447,-0.06772448492150174,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.25,0.25,0.4,0.0,0.0
2018-05-01,0.042768565929196915,0.041768565929196914,0.25,2,True,0.001,2.34825771516389,-0.05028337065004651,0.0,0.0,0.0,0.1,0.0,0.0,0.25,0.25,0.0,0.4,0.0,0.0
2018-06-01,-0.004362056040937645,-0.006362056040937645,0.5,3,True,0.002,2.4437919514134747,-0.011646021668891171,0.5,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0
2018-07-01,0.011714923027209867,0.011714923027209867,0.0,0,False,0.0,2.4238685358230616,-0.019703739941242193,0.5,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0
2018-08-01,0.024158291863262953,0.024158291863262953,0.0,0,False,0.0,2.452263969148305,-0.01604714765885995,0.5,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0
2018-09-01,0.02541666756574549,0.023416667565745487,0.5,3,True,0.002,2.5159352940369146,-0.0012770414266198848,0.0,0.0,0.0,0.1,0.0,0.0,0.25,0.0,0.0,0.4,0.0,0.25
2018-10-01,-0.08044195431537604,-0.08044195431537604,0.0,0,False,0.0,2.5747222210523324,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.25,0.0,0.0,0.4,0.0,0.25
2018-11-01,0.013918298313371259,0.012918298313371258,0.25,2,True,0.001,2.3652389272378858,-0.08395124535503362,0.25,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.25
2018-12-01,-0.10069035075499855,-0.10169035075499855,0.25,2,True,0.001,2.378068988014529,-0.07898220774064402,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.4,0.25,0.25
2019-01-01,0.06778638253500344,0.06778638253500344,0.0,0,False,0.0,2.1472125579921375,-0.16839209474548678,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.4,0.25,0.25
2019-02-01,0.042763814309141036,0.042763814309141036,0.0,0,False,0.0,2.292764329832156,-0.11202040316077144,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.4,0.25,0.25
2019-03-01,0.031530175706250246,0.031530175706250246,0.0,0,False,0.0,2.3908116778877204,-0.0740470085712327,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.4,0.25,0.25
2019-04-01,0.017970335324320887,0.017970335324320887,0.0,0,False,0.0,2.4661943901720758,-0.04485154805575542,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.4,0.25,0.25
2019-05-01,-0.05363115886475621,-0.05363115886475621,0.0,0,False,0.0,2.510512730338427,-0.027687210089811343,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.4,0.25,0.25
2019-06-01,0.07018210843811708,0.06918210843811708,0.25,2,True,0.001,2.383627191753536,-0.07682953489455402,0.25,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.4,0.25,0.0
2019-07-01,0.0057736768848662195,0.0047736768848662195,0.25,2,True,0.001,2.5458158943687974,-0.014014418274730933,0.0,0.0,0.0,0.1,0.25,0.0,0.0,0.0,0.0,0.4,0.25,0.0
2019-08-01,-0.00895186784218473,-0.00895186784218473,0.0,0,False,0.0,2.5605146127512404,-0.024067065331106474,0.0,0.0,0.0,0.1,0.25,0.0,0.0,0.0,0.0,0.4,0.25,0.0
2019-09-01,0.016677649035405043,0.016677649035405043,0.0,0,False,0.0,2.551338545102861,-0.0275644976770133,0.0,0.0,0.0,0.1,0.25,0.0,0.0,0.0,0.0,0.4,0.25,0.0
2019-10-01,0.03633356231584449,0.03593356231584449,0.1,2,True,0.0004,2.592851318379016,-0.016646379968857206,0.0,0.0,0.1,0.0,0.25,0.0,0.0,0.0,0.0,0.4,0.25,0.0
2019-11-01,0.014451430076559846,0.014451430076559846,0.0,0,False,0.0,2.687058843331061,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,0.0,0.0,0.4,0.25,0.0
2019-12-01,0.05000906201129342,0.04860906201129342,0.35,4,True,0.0014,2.7462642974164884,-0.0018869901117491983,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.25,0.0,0.4,0.25,0.0
2020-01-01,0.00897394862413743,0.00897394862413743,0.0,0,False,0.0,2.7514001781874766,-0.03813162415122384,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.25,0.0,0.4,0.25,0.0
2020-02-01,-0.03352584177049804,-0.03452584177049804,0.25,2,True,0.001,2.7545955484088656,-0.037014547257266606,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.4,0.25,0.25
2020-03-01,-0.1294398741336316,-0.1298398741336316,0.1,2,True,0.0004,2.52546590683145,-0.12195381745862832,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.25,0.25
2020-04-01,0.07150376004284871,0.06950376004284871,0.5,3,True,0.002,2.1932951087758097,-0.23744193408515835,0.5,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0
2020-05-01,0.04326891159726738,0.04326891159726738,0.0,0,False,0.0,2.350123955936869,-0.18291616512124464,0.5,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0
2020-06-01,0.030325867543726015,0.030325867543726015,0.0,0,False,0.0,2.4518112616289227,-0.14756183690231928,0.5,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0
2020-07-01,0.043876339702471095,0.043876339702471095,0.0,0,False,0.0,2.526164565191297,-0.12171091007900192,0.5,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0
2020-08-01,0.04478703134492804,0.04478703134492804,0.0,0,False,0.0,2.6108319931321216,-0.09227400036347544,0.5,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0
2020-09-01,-0.028024138178404382,-0.028024138178404382,0.0,0,False,0.0,2.7277634074448707,-0.05161964756514836,0.5,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0
2020-10-01,-0.03198821739221254,-0.03398821739221254,0.5,3,True,0.002,2.646017548419047,-0.08004079522825147,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.25,0.25
2020-11-01,0.09503552939045291,0.09463552939045292,0.1,2,True,0.0004,2.5345663424340645,-0.11878980612958034,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.4,0.25,0.25
2020-12-01,0.0125855991529235,0.0105855991529235,0.5,4,True,0.002,2.768781360442916,-0.037358652416422666,0.0,0.0,0.0,0.1,0.25,0.0,0.0,0.0,0.25,0.4,0.0,0.0
2021-01-01,0.018022692283282404,0.018022692283282404,0.0,0,False,0.0,2.8342434661973672,-0.01459898977226115,0.0,0.0,0.0,0.1,0.25,0.0,0.0,0.0,0.25,0.4,0.0,0.0
2021-02-01,0.05079416134379261,0.05079416134379261,0.0,0,False,0.0,2.885324164044546,-0.022183454498688415,0.0,0.0,0.0,0.1,0.25,0.0,0.0,0.0,0.25,0.4,0.0,0.0
2021-03-01,0.032088621386273684,0.031088621386273683,0.25,2,True,0.001,3.028849903377007,-0.004016905528916315,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.25,0.25,0.4,0.0,0.0
2021-04-01,0.04062672421271981,0.04062672421271981,0.0,0,False,0.0,3.1260415211623243,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.25,0.25,0.4,0.0,0.0
2021-05-01,0.014156796798841055,0.014156796798841055,0.0,0,False,0.0,3.243451942829455,-0.009924079399674435,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.25,0.25,0.4,0.0,0.0
2021-06-01,0.03145129288141299,0.03045129288141299,0.25,2,True,0.001,3.2860794640779885,-0.0019437693960715485,0.0,0.0,0.0,0.1,0.0,0.0,0.25,0.25,0.0,0.4,0.0,0.0
2021-07-01,-0.014418372565666554,-0.014418372565666554,0.0,0,False,0.0,3.389430911734302,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.25,0.25,0.0,0.4,0.0,0.0
2021-08-01,0.02358842042744082,0.02358842042744082,0.0,0,False,0.0,3.35174366546379,-0.01624995255948891,0.0,0.0,0.0,0.1,0.0,0.0,0.25,0.25,0.0,0.4,0.0,0.0
2021-09-01,0.015178361354407085,0.015178361354407085,0.0,0,False,0.0,3.430806004209761,-0.01080368845547608,0.0,0.0,0.0,0.1,0.0,0.0,0.25,0.25,0.0,0.4,0.0,0.0
2021-10-01,0.06623404193003944,0.06583404193003944,0.1,2,True,0.0004,3.4814868654715334,-0.009039190385710438,0.0,0.1,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.4,0.0,0.0
2021-11-01,-0.03356750877027796,-0.03356750877027796,0.0,0,False,0.0,3.712079812498057,-0.0013126586518217298,0.0,0.1,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.4,0.0,0.0
2021-12-01,0.06353662069945748,0.06353662069945748,0.0,0,False,0.0,3.5874745408360567,-0.050426192968067274,0.0,0.1,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.4,0.0,0.0
2022-01-01,0.012192074550505638,0.011192074550505637,0.25,2,True,0.001,3.5834163588686114,-0.056994197117943624,0.0,0.1,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.4,0.0,0.25
2022-02-01,-0.011179450835506859,-0.011179450835506859,0.0,0,False,0.0,3.6234785326231784,-0.04645150306757828,0.0,0.1,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.4,0.0,0.25
2022-03-01,0.06696203240626075,0.06696203240626075,0.0,0,False,0.0,3.5829700325142015,-0.057111651608306224,0.0,0.1,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.4,0.0,0.25
2022-04-01,-0.04888992477433936,-0.04888992477433936,0.0,0,False,0.0,3.8228929879420783,-0.01033525909372146,0.0,0.1,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.4,0.0,0.25
2022-05-01,0.023679588161276476,0.022679588161276475,0.25,2,True,0.001,3.5998527694380313,-0.06807557271320164,0.0,0.1,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.4,0.25,0.0
2022-06-01,-0.08464001731371884,-0.08464001731371884,0.0,0,False,0.0,3.6814107046590956,-0.046961978091539014,0.0,0.1,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.4,0.25,0.0
2022-07-01,0.02204748347173946,0.020047483471739458,0.5,3,True,0.002,3.3630764068000842,-0.12937187850097054,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0
2022-08-01,-0.0006982246900430755,-0.0006982246900430755,0.0,0,False,0.0,3.4372237782932067,-0.11017671938218887,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0
2022-09-01,-0.02276354210009629,-0.02276354210009629,0.0,0,False,0.0,3.4348238237859987,-0.11079801596649153,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0
2022-10-01,0.0,-0.002,0.5,3,True,0.002,3.298117214420228,-0.14618841574092567,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01,0.0,0.0,0.0,0,False,0.0,3.2915209799913874,-0.14789603890944392,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-01,-0.022458315412232782,-0.024458315412232784,0.5,3,True,0.002,3.2849379380314048,-0.14960024683162498,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25
2023-01-01,0.054909584537242706,0.0519095845372427,0.75,4,True,0.003,3.241496395206078,-0.16084632757738493,0.25,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0
2023-02-01,-0.03112097625560903,-0.03212097625560903,0.25,2,True,0.001,3.4058179315404757,-0.11830701737575511,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.25,0.0,0.0,0.0
2023-03-01,0.016496368199213518,0.013496368199213519,0.75,4,True,0.003,3.2899260759043893,-0.14830892526148354,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0
2023-04-01,-0.010261917828272672,-0.011661917828272672,0.35,4,True,0.0014,3.328131105314302,-0.13841846516973189,0.0,0.0,0.4,0.0,0.0,0.0,0.25,0.0,0.25,0.1,0.0,0.0
2023-05-01,-0.01614456175715772,-0.01614456175715772,0.0,0,False,0.0,3.289366528053504,-0.14845378016080135,0.0,0.0,0.4,0.0,0.0,0.0,0.25,0.0,0.25,0.1,0.0,0.0
2023-06-01,0.03143982754031913,0.03143982754031913,0.0,0,False,0.0,3.2362611469994182,-0.16220162069606903,0.0,0.0,0.4,0.0,0.0,0.0,0.25,0.0,0.25,0.1,0.0,0.0
2023-07-01,0.029719421510033164,0.027119421510033166,0.65,5,True,0.0026,3.3358737316380673,-0.13641406580547766,0.0,0.0,0.0,0.1,0.25,0.0,0.0,0.0,0.25,0.4,0.0,0.0
2023-08-01,-0.017045279728025775,-0.017045279728025775,0.0,0,False,0.0,3.4260829328530167,-0.11306084455933063,0.0,0.0,0.0,0.1,0.25,0.0,0.0,0.0,0.25,0.4,0.0,0.0
2023-09-01,-0.06511063021190054,-0.06511063021190054,0.0,0,False,0.0,3.3676843908911205,-0.12817897056555627,0.0,0.0,0.0,0.1,0.25,0.0,0.0,0.0,0.25,0.4,0.0,0.0
2023-10-01,0.002493879950926459,0.0004938799509264591,0.5,3,True,0.002,3.1516500831288523,-0.18410560463372694,0.5,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0
2023-11-01,0.05264789078722869,0.05264789078722869,0.0,0,False,0.0,3.153190900243336,-0.18370672023513168,0.5,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0
2023-12-01,0.007880950744501592,0.007880950744501592,0.0,0,False,0.0,3.3191997503906303,-0.14073060079172217,0.5,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0
2024-01-01,0.030695158820186787,0.030695158820186787,0.0,0,False,0.0,3.3834647457213705,-0.12409377623138385,0.5,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0
2024-02-01,0.025987824723433417,0.025987824723433417,0.0,0,False,0.0,3.4873207334537892,-0.09720769558121645,0.5,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0
2024-03-01,0.015943102998604443,0.013943102998604443,0.5,3,True,0.002,3.5707927162023245,-0.07559859523749157,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.25,0.25,0.4,0.0,0.0
2024-04-01,-0.049368275489999836,-0.050368275489999836,0.25,2,True,0.001,3.6240945100311417,-0.06179990766087895,0.0,0.0,0.0,0.1,0.0,0.0,0.25,0.25,0.0,0.4,0.0,0.0
2024-05-01,0.04215379350232926,0.04215379350232926,0.0,0,False,0.0,3.4451792138581285,-0.10811722828421988,0.0,0.0,0.0,0.1,0.0,0.0,0.25,0.25,0.0,0.4,0.0,0.0
2024-06-01,0.03288741472630761,0.03188741472630761,0.25,2,True,0.001,3.614819189018983,-0.06420108870237651,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.25,0.25,0.4,0.0,0.0
2024-07-01,-0.008915433154009313,-0.008915433154009313,0.0,0,False,0.0,3.7299675456020167,-0.034391656724298225,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.25,0.25,0.4,0.0,0.0
2024-08-01,0.020184889850674393,0.020184889850674393,0.0,0,False,0.0,3.696713269282578,-0.049716305129668625,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.25,0.25,0.4,0.0,0.0
2024-09-01,0.03455243239052479,0.03455243239052479,0.0,0,False,0.0,3.8788771120577534,-0.0028889433695376,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.25,0.25,0.4,0.0,0.0
2024-10-01,0.01259005303048797,0.01259005303048797,0.0,0,False,0.0,4.012901751223282,-0.01207933688605689,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.25,0.25,0.4,0.0,0.0
2024-11-01,0.030647423634069436,0.029047423634069435,0.4,3,True,0.0016,4.056922918041997,-0.031476116264572696,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.25,0.25,0.1,0.0,0.0
2024-12-01,-0.03154052427118684,-0.03154052427118684,0.0,0,False,0.0,4.210824100881225,-0.0005771097050922824,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.25,0.25,0.1,0.0,0.0
2025-01-01,0.02152295230818534,0.01992295230818534,0.4,3,True,0.0016,3.970962112413205,-0.05798161517309175,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.25,0.25,0.4,0.0,0.0
2025-02-01,0.004179737738840317,0.0025797377388403174,0.4,3,True,0.0016,4.088540007600724,-0.030088994750031794,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.25,0.25,0.1,0.0,0.0
2025-03-01,0.012314366664585366,0.012314366664585366,0.0,0,False,0.0,4.113078683110388,-0.024267764827654803,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.25,0.25,0.1,0.0,0.0
2025-04-01,0.008851526387226933,0.008451526387226934,0.1,2,True,0.0004,4.162063150677646,-0.01264733942115992,0.0,0.0,0.4,0.1,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0
2025-05-01,0.0564291340500785,0.0564291340500785,0.0,0,False,0.0,4.198903762481172,-0.0071801004473156516,0.0,0.0,0.4,0.1,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0
2025-06-01,0.01652962068735857,0.01652962068735857,0.0,0,False,0.0,4.389837171746471,-0.0038625924452210247,0.0,0.0,0.4,0.1,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0
2025-07-01,0.0017235172495771505,0.0013235172495771506,0.1,2,True,0.0004,4.460614555268676,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.25,0.25,0.1,0.0,0.0
2025-08-01,0.03431819412778925,0.03431819412778925,0.0,0,False,0.0,4.468302501398397,-0.019607573576935988,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.25,0.25,0.1,0.0,0.0
2025-09-01,0.05153077986330548,0.05153077986330548,0.0,0,False,0.0,4.601989733629452,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.25,0.25,0.1,0.0,0.0
2025-10-01,0.015843112303902458,0.015843112303902458,0.0,0,False,0.0,4.839133853526303,-0.0011676649695313568,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.25,0.25,0.1,0.0,0.0
2025-11-01,0.017456185555841622,0.015456185555841622,0.5,3,True,0.002,4.919899043239758,-0.0324504403726128,0.5,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0
2025-12-01,0.00970956797446747,0.00970956797446747,0.0,0,False,0.0,4.995770150426848,-0.01752959429383394,0.5,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0
2026-01-01,0.03014051362261261,0.03014051362261261,0.0,0,False,0.0,4.831503403449547,-0.061245138081223116,0.5,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0
2026-02-01,0.10645761796877284,0.10445761796877284,0.5,3,True,0.002,5.05852133695917,-0.04817928976799868,0.0,0.0,0.4,0.0,0.0,0.0,0.25,0.0,0.25,0.1,0.0,0.0
2026-03-01,-0.057717838279821965,-0.057717838279821965,0.0,0,False,0.0,5.511424068191614,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.25,0.0,0.25,0.1,0.0,0.0
2026-04-01,0.019241506386453135,0.019241506386453135,0.0,0,False,0.0,5.193316585132213,-0.0577178382798218,0.0,0.0,0.4,0.0,0.0,0.0,0.25,0.0,0.25,0.1,0.0,0.0
2026-05-01,0.0028966871685899218,0.0012966871685899217,0.4,2,True,0.0016,5.284774629260911,-0.041123570991166813,0.0,0.4,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.1,0.0,0.0
2026-06-01,-0.056092156968472556,-0.056092156968472556,0.0,0,False,0.0,5.300082968118381,-0.03834600594299353,0.0,0.4,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.1,0.0,0.0
2026-07-01,0.0,-0.0016,0.4,3,True,0.0016,4.994785418513038,-0.09373959312263436,0.0,0.0,0.0,0.1,0.0,0.0,0.25,0.0,0.25,0.4,0.0,0.0
2026-08-01,0.0,-0.002,0.5,3,True,0.002,4.953638482799168,-0.10120534701940731,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
