date,gross_return,net_return,turnover,operations,signal_changed,trade_cost,equity,drawdown,w__CASH,w_agg.us,w_efa.us,w_efv.us,w_gld.us,w_gsg.us,w_ief.us,w_ijh.us,w_ijr.us,w_lqd.us,w_mchi.us,w_mtum.us,w_qqq.us,w_shy.us,w_spy.us,w_tlt.us,w_vea.us,w_vnq.us,w_vtv.us,w_vwo.us
2014-05-01,0.01805821826631418,0.01555821826631418,0.625,4,True,0.0025,1.6605620776124963,-0.015799464090977655,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.125,0.0,0.125,0.0,0.0,0.0,0.125,0.0
2014-06-01,0.030462551359326656,0.027462551359326657,0.75,6,True,0.003,1.6890580812038818,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,0.0,0.125,0.0,0.5
2014-07-01,-0.007065168485606843,-0.0075651684856068435,0.125,2,True,0.0005,1.7344219216689605,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.5
2014-08-01,0.023851677222325035,0.020351677222325035,0.875,8,True,0.0035,1.7161403507822537,-0.029332362608609275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.125
2014-09-01,-0.07756374718455501,-0.08006374718455501,0.625,4,True,0.0025,1.7579373901078723,-0.005691502818988781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.625
2014-10-01,0.022827629480714373,0.019327629480714374,0.875,8,True,0.0035,1.611869856612692,-0.09848850124037356,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.125,0.125,0.0,0.125,0.0,0.0,0.0,0.125,0.0
2014-11-01,0.016396263386631055,0.015896263386631054,0.125,2,True,0.0005,1.6479395238868084,-0.0783148999594464,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.125,0.125,0.0,0.125,0.0,0.0,0.125,0.0,0.0
2014-12-01,0.007285311805620476,0.007285311805620476,0.0,0,False,0.0,1.6741220945785131,-0.06367110694549827,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.125,0.125,0.0,0.125,0.0,0.0,0.125,0.0,0.0
2015-01-01,0.025607241853891544,0.025107241853891543,0.125,2,True,0.0005,1.6652785464687203,-0.06861726328566731,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.0
2015-02-01,0.010705220466872625,0.008705220466872625,0.5,2,True,0.002,1.7026057112701916,-0.047740349342169086,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.0
2015-03-01,4.951220752696939e-05,-0.0019504877924730307,0.5,2,True,0.002,1.7158945418035434,-0.040307966707965326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.125,0.5,0.0,0.0,0.0,0.125,0.0,0.0
2015-04-01,0.0076018579867021124,0.005101857986702112,0.625,4,True,0.0025,1.7082661716798035,-0.04457447951303617,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.125,0.0,0.0,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.0
2015-05-01,-5.8351945408777195e-05,-0.0025583519454087772,0.625,4,True,0.0025,1.7169490380991002,-0.03971819171344959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.125,0.125,0.125,0.5,0.0,0.0,0.0,0.0,0.0,0.0
2015-06-01,-0.02050931826687212,-0.022509318266872122,0.5,2,True,0.002,1.7134151530809942,-0.04169467757305356,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.125,0.0,0.0,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-01,-0.008125335466669048,-0.010625335466669049,0.625,4,True,0.0025,1.6740784909422175,-0.06369549426147603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.125,0.125,0.5,0.0,0.0,0.0,0.0,0.0,0.0
2015-08-01,-0.04106524195021678,-0.043565241950216785,0.625,4,True,0.0025,1.6651410202125494,-0.0686941810968732,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.125,0.0,0.0,0.125,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.0
2015-09-01,0.012341228653527825,0.010341228653527825,0.5,5,True,0.002,1.5895841579382837,-0.11095279141271519,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-10-01,0.028055795707333964,0.026055795707333962,0.5,5,True,0.002,1.6059831763364347,-0.10178089481470332,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.125,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.0
2015-11-01,0.004267012243683754,0.0017670122436837543,0.625,4,True,0.0025,1.6462190273906645,-0.07927716584492484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.125,0.125,0.0,0.125,0.0,0.0,0.125,0.0,0.0
2015-12-01,-0.029745830697542733,-0.030245830697542733,0.125,2,True,0.0005,1.648285800298247,-0.07812122913336794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.5,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.0
2016-01-01,0.024759171889560228,0.020759171889560227,1.0,7,True,0.004,1.6149998153829859,-0.09673792949881055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0
2016-02-01,0.009314803386136106,0.005314803386136106,1.0,4,True,0.004,1.6417724662003261,-0.08176410734741835,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-01,0.012787423359047811,0.010787423359047811,0.5,2,True,0.002,1.6537511234198992,-0.07506449870417542,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2016-04-01,0.0033145724075312744,-0.0006854275924687257,1.0,7,True,0.004,1.6681987458089076,-0.06698400904181567,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.5
2016-05-01,-0.010535278407328486,-0.013535278407328485,0.75,6,True,0.003,1.6691461614284195,-0.0664541237836539,0.0,0.0,0.5,0.0,0.125,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0
2016-06-01,0.04472160649901541,0.04222160649901541,0.625,4,True,0.0025,1.6424900417940276,-0.08136277057305208,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.125,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0
2016-07-01,0.010997880755054423,0.010497880755054423,0.125,2,True,0.0005,1.7150868627041307,-0.04075969796433265,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.625,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0
2016-08-01,0.0022578336941390664,-0.0007421663058609336,0.75,6,True,0.003,1.7287473359541967,-0.033119457244580874,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.5
2016-09-01,0.01352181552998738,0.012521815529987379,0.25,4,True,0.001,1.7309179093780291,-0.03190546537516337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.625
2016-10-01,-0.020080226138777704,-0.020580226138777705,0.125,2,True,0.0005,1.7506490275127164,-0.020869940510156004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.625
2016-11-01,-0.015514336867621464,-0.018014336867621463,0.625,4,True,0.0025,1.7103512567226773,-0.04340830090728165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.0,0.125,0.5,0.0,0.0,0.0,0.0,0.0,0.125
2016-12-01,0.0171191422925282,0.0151191422925282,0.5,8,True,0.002,1.680448658581594,-0.060132688398232936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.5,0.125,0.0,0.0,0.0,0.125,0.0
2017-01-01,-4.889352954244586e-05,-0.002048893529542446,0.5,2,True,0.002,1.6970373488304942,-0.05085470919451951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.5,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.125,0.0
2017-02-01,0.015827895269209982,0.013327895269209982,0.625,4,True,0.0025,1.689326564770537,-0.05516731574025635,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.125,0.0
2017-03-01,-0.017123883532894887,-0.019623883532894886,0.625,4,True,0.0025,1.7117748860914361,-0.04261207145944956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.125,0.0,0.5,0.0,0.0,0.0,0.125,0.0
2017-04-01,0.016567974900430188,0.013567974900430189,0.75,6,True,0.003,1.6893480561909442,-0.05515529568631572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.625
2017-05-01,0.03574780015888185,0.032747800158881846,0.75,6,True,0.003,1.7070485656238934,-0.04525548105659083,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-01,-0.004900749636176732,-0.005400749636176733,0.125,2,True,0.0005,1.7671877607110182,-0.01161990205821839,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.125
2017-07-01,0.043429049340821146,0.042929049340821146,0.125,2,True,0.0005,1.7594007443050101,-0.015975145009283098,0.0,0.0,0.5,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-01,0.02392752974062426,0.021927529740624258,0.5,2,True,0.002,1.8312221572344562,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.5
2017-09-01,-0.000704573559231883,-0.001204573559231883,0.125,2,True,0.0005,1.8741012604734426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.625
2017-10-01,0.02350534468752681,0.021005344687526812,0.625,4,True,0.0025,1.8692094387984943,-0.01535257157208747,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-01,-0.003104555499633399,-0.0056045554996333995,0.625,4,True,0.0025,1.9035920788574472,-0.002328848114507398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.125,0.0,0.0,0.0,0.125,0.0,0.0,0.5
2017-12-01,0.02868021305772117,0.02668021305772117,0.5,2,True,0.002,1.8938869070567723,-0.028834839203859097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.125,0.0,0.5,0.0,0.125,0.0,0.0,0.0
2018-01-01,0.059496977714114996,0.056996977714114994,0.625,4,True,0.0025,1.880610129036984,-0.03564303044928052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.625
2018-02-01,-0.018730912615883458,-0.02073091261588346,0.5,2,True,0.002,1.9835444571110958,-0.03205437753432894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.125,0.5,0.0,0.0,0.0,0.0,0.0,0.125
2018-03-01,-0.01777193172932723,-0.01777193172932723,0.0,0,False,0.0,1.9463908592152286,-0.0501848824056601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.125,0.5,0.0,0.0,0.0,0.0,0.0,0.125
2018-04-01,0.007608850899300537,0.007608850899300537,0.0,0,False,0.0,1.9353644747260417,-0.05556562421846334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.125,0.5,0.0,0.0,0.0,0.0,0.0,0.125
2018-05-01,0.021666776446253033,0.021166776446253033,0.125,2,True,0.0005,1.9491153292628103,-0.04885537408703311,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.125,0.125,0.125,0.5,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-01,-0.006888520615130789,-0.007388520615130789,0.125,2,True,0.0005,1.990350702182228,-0.028733012541267033,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.125,0.0,0.125,0.0,0.125,0.5,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-01,0.0031170688486214793,0.0026170688486214792,0.125,2,True,0.0005,1.9793603366036363,-0.0340961775628309,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.125,0.0,0.0,0.125,0.125,0.5,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-01,0.039072663850169886,0.036572663850169884,0.625,4,True,0.0025,1.9795760305445866,-0.0339909215373424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.125,0.125,0.0,0.625,0.0,0.0,0.0,0.0,0.0
2018-09-01,-0.008132304791176298,-0.010132304791176298,0.5,2,True,0.002,2.060439883102371,-0.002490966664504879,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.125,0.0,0.0,0.125,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.0
2018-10-01,-0.04776843250759839,-0.050268432507598396,0.625,4,True,0.0025,2.0344973994770164,-0.015050353606911315,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.5,0.0,0.125,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.0
2018-11-01,0.009460519475949836,0.006960519475949835,0.625,4,True,0.0025,1.932469366143806,-0.06444460467823743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.5,0.125,0.0,0.0,0.0,0.125,0.0
2018-12-01,-0.03623180027115437,-0.038731800271154374,0.625,4,True,0.0025,1.9391910516833821,-0.06119047331534011,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,0.0,0.125,0.125,0.0
2019-01-01,-0.004204307306882149,-0.006204307306882149,0.5,5,True,0.002,1.8658099144740028,-0.09671606561390012,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2019-02-01,-0.006089682206356861,-0.008089682206356861,0.5,2,True,0.002,1.850541046174361,-0.10410809591898706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5
2019-03-01,0.023522147123918452,0.019522147123918452,1.0,7,True,0.004,1.831914751936166,-0.11312553773446432,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.625,0.0,0.0,0.125,0.0,0.0
2019-04-01,0.007765612414847078,0.004765612414847078,0.75,6,True,0.003,1.869380304288936,-0.09498755311415052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,0.125,0.0,0.0,0.125,0.0,0.5
2019-05-01,-0.05484696965566917,-0.05734696965566917,0.625,4,True,0.0025,1.8791874442200227,-0.09023967827797008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.625,0.0,0.0,0.125,0.125,0.0
2019-06-01,0.024011646778206358,0.02051164677820636,0.875,8,True,0.0035,1.7809434735552594,-0.1378019726271229,0.0,0.0,0.0,0.0,0.125,0.0,0.5,0.0,0.0,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0
2019-07-01,0.0018214823435606098,-0.0011785176564393903,0.75,6,True,0.003,1.811871913511609,-0.12282876302443313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.0,0.625,0.0,0.0,0.125,0.0,0.0
2019-08-01,0.03286883963998913,0.02986883963998913,0.75,6,True,0.003,1.8097266895922317,-0.12386731807069074,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.625,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0
2019-09-01,-0.010755649079963084,-0.010755649079963084,0.0,0,False,0.0,1.865836501487757,-0.09670319419425488,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.625,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0
2019-10-01,0.013399442916522758,0.012899442916522758,0.125,2,True,0.0005,1.84484533472775,-0.10686552828372675,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.625,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.125,0.0,0.0
2019-11-01,-0.006496664752719122,-0.008996664752719123,0.625,4,True,0.0025,1.8648913213940477,-0.09716077885340257,0.0,0.0,0.5,0.0,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.0
2019-12-01,0.0488899286270596,0.045389928627059595,0.875,8,True,0.0035,1.8646130939272563,-0.09729547553333129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.625,0.0,0.125,0.0,0.125,0.0
2020-01-01,-0.05084643488816336,-0.05384643488816336,0.75,6,True,0.003,1.920885946181453,-0.07005241985601796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.625
2020-02-01,-0.008938319867761196,-0.011938319867761196,0.75,6,True,0.003,1.8013732301302285,-0.12791143085519174,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.5,0.0,0.125,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.0
2020-03-01,-0.032281959812228894,-0.034781959812228896,0.625,4,True,0.0025,1.752514354662082,-0.1515652001487211,0.0,0.0,0.0,0.0,0.125,0.0,0.5,0.0,0.0,0.125,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-01,0.0028883366573764224,0.0008883366573764224,0.5,5,True,0.002,1.6883165074881845,-0.18264493851033414,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2020-05-01,-0.002095478771027115,-0.004095478771027115,0.5,2,True,0.002,1.6898065480781246,-0.181923573640293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2020-06-01,0.036595412332141364,0.03259541233214136,1.0,7,True,0.004,1.6795205319521658,-0.18690328408310852,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.125,0.0,0.5,0.0,0.0,0.0,0.0,0.0
2020-07-01,0.08528339657684161,0.08328339657684161,0.5,2,True,0.002,1.7375013117825742,-0.15883337914922346,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.5
2020-08-01,0.05309501580342692,0.05309501580342692,0.0,0,False,0.0,1.8675273557298917,-0.09588461055373454,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.5
2020-09-01,-0.04030723478085273,-0.04230723478085273,0.5,2,True,0.002,1.9627503826953112,-0.04978482848363763,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.125,0.0,0.5,0.0,0.0,0.0,0.0,0.0
2020-10-01,0.0017974288404272731,-0.0007025711595727269,0.625,4,True,0.0025,1.8789282488482932,-0.09036516105804016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.5
2020-11-01,0.04149089389193472,0.03899089389193472,0.625,4,True,0.0025,1.861409750447376,-0.09884629197998518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.125,0.5,0.0,0.0,0.0,0.0,0.0,0.125
2020-12-01,0.02913096578527591,0.027130965785275907,0.5,2,True,0.002,1.929927112227109,-0.0656753715973476,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.125
2021-01-01,0.06311225905182027,0.06011225905182027,0.75,6,True,0.003,1.9723536912603297,-0.04513563336657822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.0,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.5
2021-02-01,0.013259030046248038,0.010759030046248038,0.625,4,True,0.0025,2.0853165309793718,-0.026028069478155058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,0.125,0.5,0.0,0.0,0.0,0.0,0.0,0.125
2021-03-01,-0.006511463706624601,-0.007011463706624602,0.125,2,True,0.0005,2.1119093226168046,-0.017574983185919213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.0,0.125,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.125
2021-04-01,0.020781648846212752,0.01978164884621275,0.25,4,True,0.001,2.0960595440091923,-0.0249480360193568,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.125,0.0
2021-05-01,0.010653132451393793,0.010653132451393793,0.0,0,False,0.0,2.130944578157174,-0.008720099577026241,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.125,0.0
2021-06-01,0.0003250152176877963,0.0003250152176877963,0.0,0,False,0.0,2.1536458129948617,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.125,0.0
2021-07-01,0.006575326221696834,0.004075326221696833,0.625,4,True,0.0025,2.148959916205951,-0.006679432425976017,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.125,0.0,0.0
2021-08-01,0.00791634317591447,0.005416343175914469,0.625,4,True,0.0025,2.171777262133094,-0.0033066669616261812,0.0,0.0,0.0,0.0,0.0,0.125,0.5,0.0,0.125,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.0
2021-09-01,-0.037435510940521805,-0.03993551094052181,0.625,4,True,0.0025,2.1780386283218047,-0.001854377426238507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.125,0.0,0.625,0.0,0.0,0.125,0.0,0.0
2021-10-01,0.025316929858180265,0.022316929858180266,0.75,6,True,0.003,2.0902131315041172,-0.04320981203780383,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.125,0.0,0.0
2021-11-01,-0.02860614242598067,-0.02910614242598067,0.125,2,True,0.0005,2.142059345287684,-0.019477328549189266,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.125,0.0,0.0,0.0,0.125,0.5,0.0,0.0,0.0,0.125,0.0,0.0
2021-12-01,0.02944579411624873,0.02694579411624873,0.625,4,True,0.0025,2.075581332345054,-0.049907483991262214,0.0,0.0,0.0,0.0,0.0,0.125,0.5,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,0.0,0.125,0.0,0.0
2022-01-01,-0.015679243136302715,-0.017679243136302716,0.5,2,True,0.002,2.110715757618638,-0.03382478273234035,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.5,0.125,0.0,0.0,0.125,0.0,0.0
2022-02-01,0.0022873451598046796,0.0017873451598046796,0.125,2,True,0.0005,2.0724293563544838,-0.051350293652638546,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.125,0.0,0.0,0.125,0.125,0.0
2022-03-01,-0.009225081450894998,-0.011725081450894998,0.625,4,True,0.0025,2.0719767933177504,-0.051557453327627845,0.0,0.0,0.0,0.0,0.125,0.125,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.0
2022-04-01,-0.014217592100714688,-0.01621759210071469,0.5,2,True,0.002,2.0487569133577597,-0.062186299246030474,0.0,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.125,0.125,0.0
2022-05-01,0.00458679527721613,0.00458679527721613,0.0,0,False,0.0,2.02583875027167,-0.07267703496880762,0.0,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.125,0.125,0.0
2022-06-01,0.0020495356239951246,4.9535623995124525e-05,0.5,5,True,0.002,2.0310605961680506,-0.0702867471836035,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-01,0.01284707018674136,0.01284707018674136,0.0,0,False,0.0,2.0352233272143883,-0.06838126675185652,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-01,-0.05340684785909511,-0.05540684785909511,0.5,2,True,0.002,2.0572472441765153,-0.058299870107537455,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
